fips_code,lng,lat
18135,-85.0114051,40.15748383
29071,-91.07489027,38.4111314
31179,-97.11926964,42.20934475
34011,-75.11135485,39.37323951
18107,-86.89342256,40.04037231
20081,-100.8710456,37.56200432
1037,-86.24789409,32.9362956
55139,-88.64477096,44.06886922
28009,-89.18844118,34.8172204
55073,-89.75863384,44.89792533
36091,-73.86394518,43.10743063
20139,-95.72707998,38.65235984
48163,-99.10804207,28.86751206
17147,-88.59111102,40.01024723
29077,-93.34188307,37.25758647
22055,-92.0636004,30.20738593
33007,-71.30563958,44.68948989
5051,-93.15048723,34.57659951
47071,-88.1845967,35.19856007
56031,-104.9661319,42.13239072
17097,-88.00373142,42.32318039
37107,-77.64152691,35.23892735
13215,-84.87620281,32.51001825
42077,-75.59214444,40.61280627
26161,-83.83879891,42.25344402
19055,-91.36741055,42.4713865
13089,-84.22665212,33.77122192
19169,-93.46499005,42.03621213
22005,-90.91101939,30.20335229
51183,-77.26234107,36.92136549
48195,-101.3545796,36.27743284
40097,-95.23132466,36.30176119
30029,-114.0497122,48.29520088
20077,-98.07579639,37.1917471
20037,-94.85185156,37.50702733
26137,-84.59972828,45.02079452
19095,-92.06369553,41.68621637
48009,-98.68754589,33.61569967
37093,-79.23678619,35.01716668
22089,-90.35781296,29.90559494
31063,-100.3936643,40.53024724
19103,-91.58679259,41.67150873
18131,-86.69890683,41.04166107
27133,-96.25305709,43.67485346
39069,-84.06830637,41.3339642
38003,-98.07170952,46.93593125
38091,-97.72479507,47.45618207
46081,-103.7921498,44.35866653
45061,-80.25465278,34.16360573
19041,-95.15096481,43.08247182
20049,-96.24370891,37.45338324
27033,-95.18136404,44.00720878
26123,-85.80070154,43.5544124
41065,-121.1678419,45.16003768
27113,-96.03627453,48.0666771
26115,-83.53769332,41.92832154
48391,-97.16001089,28.32554745
41027,-121.6512892,45.51931999
45051,-78.99657939,33.92139357
45005,-81.35758839,32.98833364
37039,-84.06424533,35.13376757
29037,-94.35504883,38.64793026
31153,-96.11218009,41.11287068
36027,-73.74303603,41.76513375
13117,-84.12468922,34.2256545
35025,-103.4124539,32.79215735
48263,-100.7780898,33.18104889
40149,-98.99166621,35.29031759
26145,-84.0526996,43.33526107
6031,-119.8151995,36.07520008
20123,-98.20900663,39.39334518
27123,-93.09987304,45.01747232
55017,-91.28017125,45.06921882
26079,-85.0904614,44.68488514
31175,-98.98208511,41.56723462
12125,-82.37209886,30.04340869
31151,-97.14080062,40.52415215
48231,-96.08560239,33.12356693
49009,-109.5076481,40.88725861
20095,-98.13639393,37.55911415
48151,-100.4019302,32.74281316
42131,-76.01693959,41.51833347
19093,-95.51355387,42.38696136
48211,-100.2703577,35.83764858
39109,-84.22868895,40.05414393
29187,-90.47255556,37.81055607
6091,-120.5162324,39.58019892
48115,-101.9477242,32.74255572
6083,-120.0150919,34.67142103
8009,-102.5601186,37.31923997
9001,-73.38919037,41.26973285
13053,-84.78680953,32.34694534
18173,-87.2717425,38.09237205
18019,-85.70765032,38.47743705
21041,-85.12373313,38.66814643
21117,-84.53313887,38.93368118
26013,-88.36559186,46.66237725
54019,-81.08105939,38.02876546
47085,-87.77571312,36.04110957
48221,-97.83219383,32.43002712
47079,-88.30116646,36.33178059
40051,-97.88360671,35.01633237
41067,-123.0985728,45.55989124
37185,-78.10671227,36.39674307
5035,-90.30924635,35.20762172
18153,-87.41401466,39.08909886
19089,-92.31710205,43.35677003
19115,-91.25958262,41.21843405
19097,-90.57403934,42.17178419
21015,-84.72794553,38.96984373
22109,-90.86454347,29.40922061
8065,-106.344854,39.20226223
12013,-85.19679907,30.40604523
8035,-104.92921,39.32970828
56023,-110.656067,42.26409375
51153,-77.48028729,38.70276099
49003,-113.0821456,41.52095018
49045,-113.1311648,40.44875267
37085,-78.86964365,35.368729
31017,-99.92949608,42.43016331
45067,-79.36252998,34.08038363
30095,-109.394534,45.66951507
30017,-105.5718948,46.25264388
35061,-106.8090108,34.71536166
36123,-77.10558958,42.63362823
13267,-82.05794341,32.04578293
29105,-92.59043082,37.65865829
13321,-83.8509648,31.55124636
20001,-95.30115478,37.88555459
27003,-93.24708307,45.27314304
29043,-93.18847844,36.96906632
20007,-98.68457457,37.22893536
55095,-92.44123483,45.4615393
30099,-112.2407056,47.83722455
33001,-71.4226598,43.51832231
36069,-77.29986178,42.85304122
31101,-101.6614388,41.19906619
13161,-82.63685771,31.8053696
21067,-84.4589719,38.04287124
21081,-84.62407384,38.64914531
18059,-85.77325696,39.82296118
27009,-93.9984359,45.69827623
49039,-111.5763852,39.37372605
19083,-93.24040527,42.38393029
18105,-86.52334305,39.16100464
23017,-70.75611419,44.49924446
25005,-71.11419448,41.79709525
48201,-95.39302715,29.85748873
40071,-97.1438723,36.81795089
30101,-111.6959501,48.65534485
36073,-78.23141929,43.25158537
36101,-77.3834881,42.26788874
34021,-74.70164497,40.28339139
5109,-93.65621,34.16356461
54051,-80.66340417,39.86038842
23027,-69.14427892,44.50136648
42133,-76.72634152,39.92001283
47157,-89.89620223,35.18412715
39081,-80.76113054,40.38470042
37115,-82.70612535,35.85793329
37133,-77.42736897,34.72975141
35007,-104.6468731,36.60619925
27049,-92.72266089,44.40972913
27169,-91.77934467,43.98683746
32023,-116.47176,38.04212846
28049,-90.44251629,32.26628404
20157,-97.65034285,39.8279368
48493,-98.08694449,29.17420221
55111,-89.94819801,43.42667177
48373,-94.82986499,30.79270853
41037,-120.3873864,42.79350818
12005,-85.62005473,30.26520819
1097,-88.20659057,30.77909854
6037,-118.224703,34.32134579
6035,-120.5947447,40.6733613
12063,-85.21596518,30.79547704
20025,-99.8196146,37.23547247
21177,-87.1426872,37.21592449
13225,-83.82790492,32.56840679
55021,-89.33408259,43.4669904
35051,-107.1925539,33.13025321
48327,-99.8204794,30.88990665
49017,-111.4425093,37.85511631
48175,-97.42628751,28.65724851
4027,-113.9058099,32.76933672
12021,-81.34769003,26.11069361
36029,-78.73230753,42.76409998
29199,-92.1472444,40.45201091
27173,-95.86888348,44.71626059
12051,-81.16511547,26.55374425
18031,-85.50090226,39.30715055
8019,-105.6447627,39.68922182
49023,-112.7847328,39.70284831
1079,-87.31085381,34.52223687
48369,-102.7844494,34.52993922
51103,-76.46151665,37.73239182
31079,-98.50212614,40.87261328
39091,-83.76526991,40.3883971
39141,-83.0569591,39.33753008
30097,-109.939664,45.813756
36121,-78.2237766,42.70226414
42081,-77.06520269,41.34394419
30055,-105.7952945,47.64515532
28065,-89.82311087,31.56973198
17009,-90.75018804,39.96180493
17043,-88.08563421,41.85173736
51017,-79.74123354,38.05836054
1015,-85.82574705,33.77141549
1121,-86.16587666,33.37992421
51131,-75.87764606,37.34305358
37057,-80.21253309,35.79311799
37155,-79.10352623,34.64028878
42097,-76.70893391,40.85142483
40027,-97.3267069,35.20346872
42121,-79.75792032,41.40101962
18065,-85.39654344,39.93112507
18143,-85.74696726,38.68627244
20145,-99.23682021,38.18106307
12081,-82.31571914,27.47189899
17017,-90.24761202,39.97376092
12033,-87.36273986,30.66830369
18037,-86.87970258,38.36427783
17063,-88.41891328,41.2856038
46077,-97.4913945,44.36956169
47043,-87.35658415,36.14932156
49035,-111.9241028,40.66728813
51197,-81.07803317,36.91686677
48333,-98.59562176,31.49516229
12129,-84.40005301,30.16603091
13213,-84.74799528,34.78861644
17201,-89.16084223,42.33630888
17007,-88.82348512,42.32294195
18083,-87.41778158,38.68954718
19119,-96.2102221,43.38111289
46051,-96.76789112,45.17218979
37013,-76.85887749,35.49296573
37113,-83.42232408,35.15057533
36009,-78.67903202,42.24856064
33015,-71.12556353,42.98749699
36055,-77.69595887,43.14694904
34015,-75.14071747,39.71694144
8037,-106.6953848,39.62801893
8073,-103.5137335,38.98742236
1085,-86.65002353,32.1550404
54039,-81.52827161,38.33643035
29027,-91.92616939,38.83570509
16043,-111.4821032,44.22898675
48113,-96.77788947,32.76665041
6025,-115.3657218,33.03935669
11001,-77.01629654,38.90478149
12075,-82.74249558,29.31952768
45085,-80.38227873,33.91600797
51043,-77.99656139,39.11236047
44005,-71.23906841,41.55667416
53013,-117.9078252,46.29796069
53021,-118.8984754,46.5350455
26053,-89.69437271,46.40885281
5001,-91.37520643,34.29076839
8013,-105.3574574,40.09241482
34033,-75.34910669,39.58787069
13263,-84.53322383,32.69944401
17001,-91.18842478,39.98808185
31147,-95.71768995,40.12499676
19151,-94.67862564,42.73420133
17103,-89.29939757,41.74622905
46015,-99.08125406,43.71816719
53023,-117.5446476,46.43130985
27107,-96.45566228,47.32618622
50021,-73.03669897,43.57983752
27129,-94.94679511,44.72672673
4021,-111.34488,32.90415087
6077,-121.2712102,37.9345275
53073,-121.7209525,48.82595321
1127,-87.29727889,33.80316281
1051,-86.14884036,32.59724126
37105,-79.17158398,35.47515626
45027,-80.21662078,33.66542745
41061,-118.0093556,45.31039084
37127,-77.9861842,35.96771851
48013,-98.52716292,28.89331115
51037,-78.66167401,37.0117581
41031,-121.176431,44.62935891
29041,-92.96305582,39.51548794
53071,-118.4785331,46.22968278
29131,-92.42809571,38.21438575
51119,-76.56869484,37.62970349
41025,-118.9679625,43.06361843
51015,-79.13408568,38.16483645
54003,-78.0274399,39.46408048
55029,-87.31112969,44.95030522
39173,-83.62311366,41.36160162
37163,-78.37163083,34.99203592
27005,-95.67483556,46.93523736
18027,-87.07197336,38.70229994
29007,-91.84163742,39.21595536
23011,-69.76757384,44.40901704
28019,-89.24846009,33.34764715
26113,-85.09471001,44.33770935
51117,-78.3626113,36.68047202
37035,-81.21481079,35.66260115
23005,-70.37661287,43.83897334
55037,-88.39761751,45.8480979
25027,-71.90780992,42.35111931
13049,-82.13757286,30.7815722
37191,-78.00407767,35.36389637
41013,-120.3567062,44.14229491
36023,-76.07049311,42.59514578
30111,-108.2742553,45.93715306
39157,-81.47450488,40.44131431
18159,-86.05195096,40.31121117
22093,-90.79581459,30.02623427
22079,-92.53365886,31.19810087
8113,-108.405806,38.00399367
30107,-109.8444012,46.46630385
37059,-80.54428142,35.92957297
31047,-99.81946635,40.86987625
13291,-83.99038243,34.83375049
20053,-98.20501891,38.6967292
36037,-78.19407819,43.00056703
27013,-94.06697737,44.03450234
25019,-70.07344074,41.28422779
21169,-85.62919821,36.99052063
51159,-76.7268014,37.94301072
48157,-95.77093789,29.52747353
21069,-83.69658812,38.37035302
13115,-85.21440801,34.26315113
20069,-100.4379698,37.73851836
17173,-88.80591091,39.39127226
28133,-90.58875506,33.60184158
26155,-84.14662058,42.95402135
27139,-93.53696693,44.64850008
31181,-98.50021623,40.17643706
48073,-95.16565693,31.83752856
47037,-86.78502875,36.16932462
45009,-81.05432857,33.21508217
6081,-122.328899,37.42298018
4025,-112.5538467,34.59969928
18051,-87.58518363,38.31161078
17111,-88.45263983,42.32444631
20035,-96.83732848,37.23777562
24009,-76.56882392,38.5437742
31111,-100.7452801,41.04750134
21017,-84.21645396,38.20656118
51127,-76.9971687,37.50499104
